queue_rank,probe_id,timing_rank,timing_probe_id,base_queue_rank,base_probe_id,variant_side,variant_indicator_id,variant_lookback_bars,baseline_lookback_bars,anchor_type,recipe,anchor_id,anchor_signal_role,anchor_strategy_role,trigger_id,trigger_signal_role,trigger_strategy_role,probe_timeframe,instruments,anchor_timeframe,pair_prior_score,pair_prior_bucket,baseline_status,baseline_composite_score,baseline_signal_count,baseline_best_expectancy_r,baseline_best_trades,baseline_best_profit_factor,profile_path,result_dir
62,l3b-062-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb3,62,l3b-062-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb3,31,l3-031-rolling-volume-profile-context-pmo-crossover-m5,trigger,PMO_CROSSOVER,3,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,PMO_CROSSOVER,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,82.7,probe_now,ok,0.0,1360.0,-0.0858,1304,0.8748,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-062-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-062-l3-031-rolling-volume-profile-context-pmo-crossover-m5-tr-lb3
63,l3b-063-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb1,63,l3b-063-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb1,32,l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5,trigger,TOBY_CRABEL_NARROW_RANGE,1,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,82.25,probe_now,ok,0.0,1726.0,-0.0017,1651,1.0004,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-063-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-063-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb1
64,l3b-064-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb3,64,l3b-064-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb3,32,l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5,trigger,TOBY_CRABEL_NARROW_RANGE,3,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,82.25,probe_now,ok,0.0,1726.0,-0.0017,1651,1.0004,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-064-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-064-l3-032-rolling-volume-profile-context-toby-crabel-narrow-range-m5-tr-lb3
65,l3b-065-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb1,65,l3b-065-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb1,33,l3-033-rsi-mean-reversion-pmo-crossover-m5,trigger,PMO_CROSSOVER,1,2,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,PMO_CROSSOVER,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,80.65,probe_now,ok,0.0,12.0,-0.1875,12,0.0,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-065-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-065-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb1
66,l3b-066-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb3,66,l3b-066-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb3,33,l3-033-rsi-mean-reversion-pmo-crossover-m5,trigger,PMO_CROSSOVER,3,2,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,PMO_CROSSOVER,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,80.65,probe_now,ok,0.0,12.0,-0.1875,12,0.0,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-066-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-066-l3-033-rsi-mean-reversion-pmo-crossover-m5-tr-lb3
67,l3b-067-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb1,67,l3b-067-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb1,34,l3-034-rolling-volume-profile-context-market-mode-transition-m15,trigger,MARKET_MODE_TRANSITION,1,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,MARKET_MODE_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,80.63,probe_now,ok,0.0,273.0,-0.0954,271,0.7722,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-067-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-067-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb1
68,l3b-068-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb3,68,l3b-068-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb3,34,l3-034-rolling-volume-profile-context-market-mode-transition-m15,trigger,MARKET_MODE_TRANSITION,3,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,MARKET_MODE_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,80.63,probe_now,ok,0.0,273.0,-0.0954,271,0.7722,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-068-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-068-l3-034-rolling-volume-profile-context-market-mode-transition-m15-tr-lb3
69,l3b-069-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1,69,l3b-069-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1,35,l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5,trigger,TOBY_CRABEL_NARROW_RANGE,1,2,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,80.2,probe_now,ok,73.3871,53.0,1.0446,53,2.7451,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-069-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-069-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1
70,l3b-070-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3,70,l3b-070-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3,35,l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5,trigger,TOBY_CRABEL_NARROW_RANGE,3,2,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,80.2,probe_now,ok,73.3871,53.0,1.0446,53,2.7451,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-070-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-070-l3-035-rsi-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3
71,l3b-071-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb2,71,l3b-071-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb2,36,l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15,trigger,TTF_DSL_TRANSITION,2,1,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,TTF_DSL_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,80.19,probe_now,ok,0.0,148.0,0.0376,146,1.1161,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-071-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-071-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb2
72,l3b-072-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb3,72,l3b-072-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb3,36,l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15,trigger,TTF_DSL_TRANSITION,3,1,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,TTF_DSL_TRANSITION,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,80.19,probe_now,ok,0.0,148.0,0.0376,146,1.1161,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-072-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-072-l3-036-rolling-volume-profile-context-ttf-dsl-transition-m15-tr-lb3
73,l3b-073-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb2,73,l3b-073-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb2,37,l3-037-rsi-mean-reversion-wick-rejection-m5,trigger,WICK_REJECTION,2,1,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,WICK_REJECTION,trigger,mean-reversion,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,80.02,probe_now,ok,0.0,334.0,-0.0324,326,0.9703,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-073-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-073-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb2
74,l3b-074-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb3,74,l3b-074-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb3,37,l3-037-rsi-mean-reversion-wick-rejection-m5,trigger,WICK_REJECTION,3,1,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,WICK_REJECTION,trigger,mean-reversion,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,80.02,probe_now,ok,0.0,334.0,-0.0324,326,0.9703,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-074-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-074-l3-037-rsi-mean-reversion-wick-rejection-m5-tr-lb3
75,l3b-075-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb1,75,l3b-075-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb1,38,l3-038-bbands-position-mean-reversion-pmo-crossover-m5,trigger,PMO_CROSSOVER,1,2,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,PMO_CROSSOVER,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,79.88,probe_now,ok,64.4568,19.0,0.5098,19,2.3158,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-075-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-075-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb1
76,l3b-076-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb3,76,l3b-076-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb3,38,l3-038-bbands-position-mean-reversion-pmo-crossover-m5,trigger,PMO_CROSSOVER,3,2,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,PMO_CROSSOVER,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,79.88,probe_now,ok,64.4568,19.0,0.5098,19,2.3158,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-076-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-076-l3-038-bbands-position-mean-reversion-pmo-crossover-m5-tr-lb3
77,l3b-077-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1,77,l3b-077-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1,39,l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5,trigger,TOBY_CRABEL_NARROW_RANGE,1,2,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,79.44,probe_now,ok,0.0,159.0,0.1095,155,1.1675,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-077-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-077-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb1
78,l3b-078-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3,78,l3b-078-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3,39,l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5,trigger,TOBY_CRABEL_NARROW_RANGE,3,2,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,M5,"EURUSD,GBPUSD,USDJPY,XAUUSD",M5,79.44,probe_now,ok,0.0,159.0,0.1095,155,1.1675,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-078-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-078-l3-039-bbands-position-mean-reversion-toby-crabel-narrow-range-m5-tr-lb3
79,l3b-079-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb2,79,l3b-079-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb2,40,l3-040-rsi-mean-reversion-ma-crossover-m15,trigger,MA_CROSSOVER,2,1,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,MA_CROSSOVER,trigger,,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,79.41,probe_now,ok,0.0,11.0,-0.1893,11,1.5114,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-079-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-079-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb2
80,l3b-080-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb3,80,l3b-080-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb3,40,l3-040-rsi-mean-reversion-ma-crossover-m15,trigger,MA_CROSSOVER,3,1,mean_reversion,mean_reversion_reclaim,RSI_MEAN_REVERSION,setup,mean-reversion,MA_CROSSOVER,trigger,,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,79.41,probe_now,ok,0.0,11.0,-0.1893,11,1.5114,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-080-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-080-l3-040-rsi-mean-reversion-ma-crossover-m15-tr-lb3
81,l3b-081-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb2,81,l3b-081-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb2,41,l3-041-rolling-volume-profile-context-channel-reentry-m15,trigger,CHANNEL_REENTRY,2,1,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,CHANNEL_REENTRY,trigger,mean-reversion,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,79.38,probe_now,ok,0.0,108.0,-0.0417,104,0.9722,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-081-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-081-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb2
82,l3b-082-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb3,82,l3b-082-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb3,41,l3-041-rolling-volume-profile-context-channel-reentry-m15,trigger,CHANNEL_REENTRY,3,1,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,CHANNEL_REENTRY,trigger,mean-reversion,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,79.38,probe_now,ok,0.0,108.0,-0.0417,104,0.9722,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-082-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-082-l3-041-rolling-volume-profile-context-channel-reentry-m15-tr-lb3
83,l3b-083-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb2,83,l3b-083-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb2,42,l3-042-bbands-position-mean-reversion-rsi-crossback-m15,trigger,RSI_CROSSBACK,2,1,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,RSI_CROSSBACK,trigger,mean-reversion,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,79.3,probe_now,ok,64.5931,52.0,0.325,52,1.576,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-083-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-083-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb2
84,l3b-084-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb3,84,l3b-084-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb3,42,l3-042-bbands-position-mean-reversion-rsi-crossback-m15,trigger,RSI_CROSSBACK,3,1,mean_reversion,mean_reversion_reclaim,BBANDS_POSITION_MEAN_REVERSION,setup,mean-reversion,RSI_CROSSBACK,trigger,mean-reversion,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,79.3,probe_now,ok,64.5931,52.0,0.325,52,1.576,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-084-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-084-l3-042-bbands-position-mean-reversion-rsi-crossback-m15-tr-lb3
85,l3b-085-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb1,85,l3b-085-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb1,43,l3-043-rolling-volume-profile-context-pmo-crossover-m15,trigger,PMO_CROSSOVER,1,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,PMO_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,78.7,probe_now,ok,0.0,416.0,-0.0475,397,0.927,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-085-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-085-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb1
86,l3b-086-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb3,86,l3b-086-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb3,43,l3-043-rolling-volume-profile-context-pmo-crossover-m15,trigger,PMO_CROSSOVER,3,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,PMO_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,78.7,probe_now,ok,0.0,416.0,-0.0475,397,0.927,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-086-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-086-l3-043-rolling-volume-profile-context-pmo-crossover-m15-tr-lb3
87,l3b-087-l3-044-rolling-volume-profile-context-ma-crossover-m15-tr-lb2,87,l3b-087-l3-044-rolling-volume-profile-context-ma-crossover-m15-tr-lb2,44,l3-044-rolling-volume-profile-context-ma-crossover-m15,trigger,MA_CROSSOVER,2,1,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,MA_CROSSOVER,trigger,,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,78.26,probe_now,ok,0.0,195.0,0.0147,191,1.0961,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-087-l3-044-rolling-volume-profile-context-ma-crossover-m15-tr-lb2.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-087-l3-044-rolling-volume-profile-context-ma-crossover-m15-tr-lb2
88,l3b-088-l3-044-rolling-volume-profile-context-ma-crossover-m15-tr-lb3,88,l3b-088-l3-044-rolling-volume-profile-context-ma-crossover-m15-tr-lb3,44,l3-044-rolling-volume-profile-context-ma-crossover-m15,trigger,MA_CROSSOVER,3,1,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,MA_CROSSOVER,trigger,,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,78.26,probe_now,ok,0.0,195.0,0.0147,191,1.0961,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-088-l3-044-rolling-volume-profile-context-ma-crossover-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-088-l3-044-rolling-volume-profile-context-ma-crossover-m15-tr-lb3
89,l3b-089-l3-045-rolling-volume-profile-context-wavetrend-crossover-m15-tr-lb1,89,l3b-089-l3-045-rolling-volume-profile-context-wavetrend-crossover-m15-tr-lb1,45,l3-045-rolling-volume-profile-context-wavetrend-crossover-m15,trigger,WAVETREND_CROSSOVER,1,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,WAVETREND_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,78.26,probe_now,ok,0.0,24.0,0.1979,24,0.4014,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-089-l3-045-rolling-volume-profile-context-wavetrend-crossover-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-089-l3-045-rolling-volume-profile-context-wavetrend-crossover-m15-tr-lb1
90,l3b-090-l3-045-rolling-volume-profile-context-wavetrend-crossover-m15-tr-lb3,90,l3b-090-l3-045-rolling-volume-profile-context-wavetrend-crossover-m15-tr-lb3,45,l3-045-rolling-volume-profile-context-wavetrend-crossover-m15,trigger,WAVETREND_CROSSOVER,3,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,WAVETREND_CROSSOVER,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,78.26,probe_now,ok,0.0,24.0,0.1979,24,0.4014,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-090-l3-045-rolling-volume-profile-context-wavetrend-crossover-m15-tr-lb3.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-090-l3-045-rolling-volume-profile-context-wavetrend-crossover-m15-tr-lb3
91,l3b-091-l3-046-rolling-volume-profile-context-toby-crabel-narrow-range-m15-tr-lb1,91,l3b-091-l3-046-rolling-volume-profile-context-toby-crabel-narrow-range-m15-tr-lb1,46,l3-046-rolling-volume-profile-context-toby-crabel-narrow-range-m15,trigger,TOBY_CRABEL_NARROW_RANGE,1,2,profile_value,profile_value_context,ROLLING_VOLUME_PROFILE_CONTEXT,filter,filter,TOBY_CRABEL_NARROW_RANGE,trigger,confirm,M15,"EURUSD,GBPUSD,USDJPY,XAUUSD",M15,78.25,probe_now,ok,0.0,716.0,-0.0394,706,0.939,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\profiles\l3b-091-l3-046-rolling-volume-profile-context-toby-crabel-narrow-range-m15-tr-lb1.json,C:\repos\fuzzfolio-autoresearch\runs\derived\anchor-pair-timing-atlas\probe-results\l3b-091-l3-046-rolling-volume-profile-context-toby-crabel-narrow-range-m15-tr-lb1
